"","V1","V2","V3","names"
"1",1,"Adelpha_diazi",0,"Adelpha diazi"
"2",2,"Baronia_brevicornis",0,"Baronia brevicornis"
"3",3,"Parides_alopius",0,"Parides alopius"
"4",4,"Papilio_esperanza",0,"Papilio esperanza"
"5",5,"Eucheira_socialis",0,"Eucheira socialis"
"6",6,"Agathymus_estelleae",0,"Agathymus estelleae"
"7",7,"Agathymus_fieldi",0,"Agathymus fieldi"
"8",8,"Agathymus_juliae",0,"Agathymus juliae"
"9",9,"Amblyscirtes_fluonia",0,"Amblyscirtes fluonia"
"10",10,"Adelpha_barnesia",0,"Adelpha barnesia"
"11",11,"Adelpha_serpa",0,"Adelpha serpa"
"12",12,"Aeria_eurimedia",0,"Aeria eurimedia"
"13",13,"Altinote_stratonice",0,"Altinote stratonice"
"14",14,"Apodemia_hepburni",0,"Apodemia hepburni"
"15",15,"Adelotypa_eudocia",0,"Adelotypa eudocia"
"16",16,"Chlosyne_marina",0,"Chlosyne marina"
"17",17,"Chlosyne_marina",0,"Chlosyne marina"
"18",18,"Chlosyne_rosita",0,"Chlosyne rosita"
"19",19,"Chlosyne_rosita",0,"Chlosyne rosita"
"20",20,"Adelpha_donysa",0,"Adelpha donysa"
"21",21,"Adelpha_erotia",0,"Adelpha erotia"
"22",22,"Actinote_melampeplos",0,"Actinote melampeplos"
"23",23,"Adelpha_basiloides",0,"Adelpha basiloides"
"24",24,"Adelpha_bredowii",0,"Adelpha bredowii"
"25",25,"Chlosyne_lacinia",0,"Chlosyne lacinia"
"26",26,"Chlosyne_leanira",0,"Chlosyne leanira"
"27",27,"Chlosyne_melanarge",0,"Chlosyne melanarge"
"28",28,"Adelpha_lycorias",0,"Adelpha lycorias"
"29",29,"Amblyscirtes_fimbriata",0,"Amblyscirtes fimbriata"
"30",30,"Memphis_pithyusa_",0,"Memphis pithyusa_"
"31",31,"Argyrogrammana_stilbe",0,"Argyrogrammana stilbe"
"32",32,"Amblyscirtes_nysa",0,"Amblyscirtes nysa"
"33",33,"Amblyscirtes_raphaeli",0,"Amblyscirtes raphaeli"
"34",34,"Anaea_wellingi",0,"Anaea wellingi"
"35",35,"Adelpha_erymanthis",0,"Adelpha erymanthis"
"36",36,"Amblyscirtes_simius",0,"Amblyscirtes simius"
"37",37,"Antigonus_emorsa",0,"Antigonus emorsa"
"38",38,"Antigonus_funebris",0,"Antigonus funebris"
"39",39,"Adelpha_ethelda",0,"Adelpha ethelda"
"40",40,"Adelpha_felderi",0,"Adelpha felderi"
"41",41,"Adelpha_fessonia",0,"Adelpha fessonia"
"42",42,"Adelpha_iphicleola",0,"Adelpha iphicleola"
"43",43,"Adelpha_iphiclus",0,"Adelpha iphiclus"
"44",44,"Memphis_xenocles",0,"Memphis xenocles"
"45",45,"Anartia_fatima",0,"Anartia fatima"
"46",46,"Anartia_jatrophae",0,"Anartia jatrophae"
"47",47,"Apodemia_phyciodoides",0,"Apodemia phyciodoides"
"48",48,"Apodemia_palmerii",0,"Apodemia palmerii"
"49",49,"Glutophrissa_drusilla",0,"Glutophrissa drusilla"
"50",50,"Apuecla_maeonis",0,"Apuecla maeonis"
"51",51,"Catonephele_mexicana",0,"Catonephele mexicana"
"52",52,"Catonephele_numilia",0,"Catonephele numilia"
"53",53,"Celaenorrhinus_eligius",0,"Celaenorrhinus eligius"
"54",54,"Adelpha_malea",0,"Adelpha malea"
"55",55,"Amblyscirtes_folia",0,"Amblyscirtes folia"
"56",56,"Anthocharis_limonea",0,"Anthocharis limonea"
"57",57,"Atrytonopsis_frappenda",0,"Atrytonopsis frappenda"
"58",58,"Atrytonopsis_edwardsi",0,"Atrytonopsis edwardsi"
"59",59,"Calephelis_maya",0,"Calephelis maya"
"60",60,"Calephelis_mexicana",0,"Calephelis mexicana"
"61",61,"Calephelis_montezuma",0,"Calephelis montezuma"
"62",62,"Atrytonopsis_zweifeli",0,"Atrytonopsis zweifeli"
"63",63,"Bolla_cybele",0,"Bolla cybele"
"64",64,"Adelpha_nea",0,"Adelpha nea"
"65",65,"Adelpha_paraena",0,"Adelpha paraena"
"66",66,"Adelpha_salmoneus",0,"Adelpha salmoneus"
"67",67,"Adelpha_salus",0,"Adelpha salus"
"68",68,"Adelpha_seriphia",0,"Adelpha seriphia"
"69",69,"Apodemia_mormo",0,"Apodemia mormo"
"70",70,"Caligo_brasiliensis",0,"Caligo brasiliensis"
"71",71,"Caligo_oedipus",0,"Caligo oedipus"
"72",72,"Caligo_memnon_",0,"Caligo memnon_"
"73",73,"Caligo_uranus",0,"Caligo uranus"
"74",74,"Astraptes_enotrus",0,"Astraptes enotrus"
"75",75,"Astraptes_fulgerator",0,"Astraptes fulgerator"
"76",76,"Astraptes_alector",0,"Astraptes alector"
"77",77,"Astraptes_janeira",0,"Astraptes janeira"
"78",78,"Astraptes_latimargo",0,"Astraptes latimargo"
"79",79,"Autochton_pseudocellus",0,"Autochton pseudocellus"
"80",80,"Autochton_siermadror",0,"Autochton siermadror"
"81",81,"Bolla_giselus",0,"Bolla giselus"
"82",82,"Bolla_giselus",0,"Bolla giselus"
"83",83,"Adelpha_leuceria",0,"Adelpha leuceria"
"84",84,"Adelpha_milleri",0,"Adelpha milleri"
"85",85,"Apodemia_murphyi",0,"Apodemia murphyi"
"86",86,"Bolla_solitaria",0,"Bolla solitaria"
"87",87,"Adelpha_naxia",0,"Adelpha naxia"
"88",88,"Adelpha_paroeca",0,"Adelpha paroeca"
"89",89,"Adelpha_phylaca",0,"Adelpha phylaca"
"90",90,"Adelpha_boeotia",0,"Adelpha boeotia"
"91",91,"Adelpha_cocala",0,"Adelpha cocala"
"92",92,"Adelpha_delinita",0,"Adelpha delinita"
"93",93,"Arawacus_jada",0,"Arawacus jada"
"94",94,"Arawacus_sito",0,"Arawacus sito"
"95",95,"Aubergina_paetus",0,"Aubergina paetus"
"96",96,"Autochton_bipunctatus",0,"Autochton bipunctatus"
"97",97,"Autochton_cellus",0,"Autochton cellus"
"98",98,"Autochton_cincta",0,"Autochton cincta"
"99",99,"Autochton_longipennis",0,"Autochton longipennis"
"100",100,"Autochton_neis",0,"Autochton neis"
"101",101,"Calycopis_calus",0,"Calycopis calus"
"102",102,"Calycopis_cerata",0,"Calycopis cerata"
"103",103,"Calycopis_clarina",0,"Calycopis clarina"
"104",104,"Calycopis_demonassa",0,"Calycopis demonassa"
"105",105,"Calycopis_isobeon",0,"Calycopis isobeon"
"106",106,"Calycopis_origo",0,"Calycopis origo"
"107",107,"Calycopis_pisis",0,"Calycopis pisis"
"108",108,"Autochton_vectilucis",0,"Autochton vectilucis"
"109",109,"Agathymus_aryxna",0,"Agathymus aryxna"
"110",110,"Apodemia_hypoglauca",0,"Apodemia hypoglauca"
"111",111,"Atlides_rustan",0,"Atlides rustan"
"112",112,"Brephidium_exile",0,"Brephidium exile"
"113",113,"Brevianta_busa",0,"Brevianta busa"
"114",114,"Atlides_inachus",0,"Atlides inachus"
"115",115,"Atlides_polybe",0,"Atlides polybe"
"116",116,"Atrytonopsis_lunus",0,"Atrytonopsis lunus"
"117",117,"Atrytonopsis_pittacus",0,"Atrytonopsis pittacus"
"118",118,"Aubergina_hicetas",0,"Aubergina hicetas"
"119",119,"Bolboneura_sylphis",0,"Bolboneura sylphis"
"120",120,"Bolla_fenestra",0,"Bolla fenestra"
"121",121,"Baeotis_zonata",0,"Baeotis zonata"
"122",122,"Baeotus_beotus",0,"Baeotus beotus"
"123",123,"Battus_ingenuus",0,"Battus ingenuus"
"124",124,"Battus_laodamas",0,"Battus laodamas"
"125",125,"Battus_lycidas",0,"Battus lycidas"
"126",126,"Battus_philenor",0,"Battus philenor"
"127",127,"Battus_polydamas",0,"Battus polydamas"
"128",128,"Behemothia_godmanii",0,"Behemothia godmanii"
"129",129,"Biblis_hyperia",0,"Biblis hyperia"
"130",130,"Bolla_orsines",0,"Bolla orsines"
"131",131,"Calephelis_tikal",0,"Calephelis tikal"
"132",132,"Calephelis_sacapulas",0,"Calephelis sacapulas"
"133",133,"Calephelis_sinaloensis",0,"Calephelis sinaloensis"
"134",134,"Calephelis_sixola",0,"Calephelis sixola"
"135",135,"Calephelis_stallingsi",0,"Calephelis stallingsi"
"136",136,"Bolla_cyclops",0,"Bolla cyclops"
"137",137,"Chlosyne_endeis",0,"Chlosyne endeis"
"138",138,"Chlosyne_erodyle",0,"Chlosyne erodyle"
"139",139,"Chlosyne_fulvia",0,"Chlosyne fulvia"
"140",140,"Chlosyne_gaudialis",0,"Chlosyne gaudialis"
"141",141,"Bolla_imbras",0,"Bolla imbras"
"142",142,"Calephelis_nemesis",0,"Calephelis nemesis"
"143",143,"Calephelis_perditalis",0,"Calephelis perditalis"
"144",144,"Calephelis_rawsoni",0,"Calephelis rawsoni"
"145",145,"Chlosyne_ehrenbergii",0,"Chlosyne ehrenbergii"
"146",146,"Callophrys_dospassosi",0,"Callophrys dospassosi"
"147",147,"Bolla_cylindus",0,"Bolla cylindus"
"148",148,"Bolla_eusebius",0,"Bolla eusebius"
"149",149,"Bolla_evippe",0,"Bolla evippe"
"150",150,"Chlosyne_theona",0,"Chlosyne theona"
"151",151,"Chlosyne_cyneas",0,"Chlosyne cyneas"
"152",152,"Chlosyne_definita",0,"Chlosyne definita"
"153",153,"Chlosyne_gaudialis",0,"Chlosyne gaudialis"
"154",154,"Chlosyne_janais",0,"Chlosyne janais"
"155",155,"Adopaeoides_bistriata",0,"Adopaeoides bistriata"
"156",156,"Bolla_sonda",0,"Bolla sonda"
"157",157,"Bolla_subapicatus",0,"Bolla subapicatus"
"158",158,"Bolla_zorilla",0,"Bolla zorilla"
"159",159,"Brangas_carthaea",0,"Brangas carthaea"
"160",160,"Brangas_coccineifrons",0,"Brangas coccineifrons"
"161",161,"Brangas_getus",0,"Brangas getus"
"162",162,"Calephelis_velutina",0,"Calephelis velutina"
"163",163,"Calephelis_wellingi",0,"Calephelis wellingi"
"164",164,"Calephelis_wrighti",0,"Calephelis wrighti"
"165",165,"Calephelis_yautepequensis",0,"Calephelis yautepequensis"
"166",166,"Bungalotis_astylos",0,"Bungalotis astylos"
"167",167,"Bungalotis_erythus",0,"Bungalotis erythus"
"168",168,"Diaethria_astala",0,"Diaethria astala"
"169",169,"Callophrys_gryneus",0,"Callophrys gryneus"
"170",170,"Callophrys_mcfarlandi",0,"Callophrys mcfarlandi"
"171",171,"Decinea_percosius",0,"Decinea percosius"
"172",172,"Callophrys_scaphia",0,"Callophrys scaphia"
"173",173,"Callophrys_spinetorum",0,"Callophrys spinetorum"
"174",174,"Callophrys_xami",0,"Callophrys xami"
"175",175,"Camptopleura_theramenes",0,"Camptopleura theramenes"
"176",176,"Caria_domitianus",0,"Caria domitianus"
"177",177,"Caria_ino",0,"Caria ino"
"178",178,"Caria_mantinea",0,"Caria mantinea"
"179",179,"Caria_melino",0,"Caria melino"
"180",180,"Catasticta_teutila",0,"Catasticta teutila"
"181",181,"Carrhenes_calidius",0,"Carrhenes calidius"
"182",182,"Carrhenes_callipetes",0,"Carrhenes callipetes"
"183",183,"Carrhenes_canescens",0,"Carrhenes canescens"
"184",184,"Carrhenes_fuscescens",0,"Carrhenes fuscescens"
"185",185,"Carystoides_abrahami",0,"Carystoides abrahami"
"186",186,"Carystoides_basoches",0,"Carystoides basoches"
"187",187,"Detritivora_zama",0,"Detritivora zama"
"188",188,"Diaethria_anna",0,"Diaethria anna"
"189",189,"Diaethria_astala",0,"Diaethria astala"
"190",190,"Carystoides_hondura",0,"Carystoides hondura"
"191",191,"Carystoides_lila",0,"Carystoides lila"
"192",192,"Carystoides_mexicana",0,"Carystoides mexicana"
"193",193,"Carystoides_sicania",0,"Carystoides sicania"
"194",194,"Carystus_phorcus",0,"Carystus phorcus"
"195",195,"Castilia_eranites",0,"Castilia eranites"
"196",196,"Castilia_griseobasalis",0,"Castilia griseobasalis"
"197",197,"Castilia_myia",0,"Castilia myia"
"198",198,"Castilia_ofella",0,"Castilia ofella"
"199",199,"Catasticta_flisa",0,"Catasticta flisa"
"200",200,"Celaenorrhinus_stallingsi",0,"Celaenorrhinus stallingsi"
"201",201,"Celaenorrhinus_stola",0,"Celaenorrhinus stola"
"202",202,"Celmia_celmus",0,"Celmia celmus"
"203",203,"Celmia_conoveria",0,"Celmia conoveria"
"204",204,"Celotes_nessus",0,"Celotes nessus"
"205",205,"Cepheuptychia_glaucina",0,"Cepheuptychia glaucina"
"206",206,"Cephise_aelius",0,"Cephise aelius"
"207",207,"Agathymus_hoffmanni",0,"Agathymus hoffmanni"
"208",208,"Chlosyne_kendallorum",0,"Chlosyne kendallorum"
"209",209,"Adopaeoides_prittwitzi",0,"Adopaeoides prittwitzi"
"210",210,"Agathymus_indecisa",0,"Agathymus indecisa"
"211",211,"Chlorostrymon_simaethis",0,"Chlorostrymon simaethis"
"212",212,"Chlorostrymon_telea",0,"Chlorostrymon telea"
"213",213,"Chlosyne_hippodrome",0,"Chlosyne hippodrome"
"214",214,"Chlosyne_janais",0,"Chlosyne janais"
"215",215,"Chlosyne_theona",0,"Chlosyne theona"
"216",216,"Cyllopsis_gemma",0,"Cyllopsis gemma"
"217",217,"Cyllopsis_guatemalena",0,"Cyllopsis guatemalena"
"218",218,"Cyllopsis_hedemanni",0,"Cyllopsis hedemanni"
"219",219,"Cyllopsis_hilaria",0,"Cyllopsis hilaria"
"220",220,"Cymaenes_tripunctus",0,"Cymaenes tripunctus"
"221",221,"Cynea_anthracinus",0,"Cynea anthracinus"
"222",222,"Cynea_cynea",0,"Cynea cynea"
"223",223,"Cynea_diluta",0,"Cynea diluta"
"224",224,"Cissia_pseudoconfusa",0,"Cissia pseudoconfusa"
"225",225,"Cissia_similis",0,"Cissia similis"
"226",226,"Cissia_terrestris",0,"Cissia terrestris"
"227",227,"Cissia_themis",0,"Cissia themis"
"228",228,"Clito_zelotes",0,"Clito zelotes"
"229",229,"Epargyreus_brodkorbi",0,"Epargyreus brodkorbi"
"230",230,"Cyllopsis_perplexa",0,"Cyllopsis perplexa"
"231",231,"Cyllopsis_windi",0,"Cyllopsis windi"
"232",232,"Cyanophrys_fusius",0,"Cyanophrys fusius"
"233",233,"Cyanophrys_longula",0,"Cyanophrys longula"
"234",234,"Cyanophrys_miserabilis",0,"Cyanophrys miserabilis"
"235",235,"Cycloglypha_thrasibulus",0,"Cycloglypha thrasibulus"
"236",236,"Cynea_nigricola",0,"Cynea nigricola"
"237",237,"Ouleus_cyrna",0,"Ouleus cyrna"
"238",238,"Panoquina_hecebolus",0,"Panoquina hecebolus"
"239",239,"Panoquina_ocola",0,"Panoquina ocola"
"240",240,"Dione_juno",0,"Dione juno"
"241",241,"Dione_moneta",0,"Dione moneta"
"242",242,"Dircenna_dero",0,"Dircenna dero"
"243",243,"Emesis_poeas",0,"Emesis poeas"
"244",244,"Eunica_sydonia",0,"Eunica sydonia"
"245",245,"Eunica_tatila",0,"Eunica tatila"
"246",246,"Eunica_volumna",0,"Eunica volumna"
"247",247,"Cycloglypha_tisias",0,"Cycloglypha tisias"
"248",248,"Cyclosemia_anastomosis",0,"Cyclosemia anastomosis"
"249",249,"Diaethria_pandama",0,"Diaethria pandama"
"250",250,"Dalla_freemani",0,"Dalla freemani"
"251",251,"Dalla_faula",0,"Dalla faula"
"252",252,"Dalla_bubobon",0,"Dalla bubobon"
"253",253,"Emesis_aurimna",0,"Emesis aurimna"
"254",254,"Emesis_emesia",0,"Emesis emesia"
"255",255,"Cymaenes_laureolus",0,"Cymaenes laureolus"
"256",256,"Decinea_decinea",0,"Decinea decinea"
"257",257,"Dalla_steinhauseri",0,"Dalla steinhauseri"
"258",258,"Dynamine_artemisia",0,"Dynamine artemisia"
"259",259,"Electrostrymon_hugon_",0,"Electrostrymon hugon_"
"260",260,"Emesis_cypria",0,"Emesis cypria"
"261",261,"Danaus_eresimus",0,"Danaus eresimus"
"262",262,"Danaus_gilippus",0,"Danaus gilippus"
"263",263,"Danaus_plexippus",0,"Danaus plexippus"
"264",264,"Dardarina_dardaris",0,"Dardarina dardaris"
"265",265,"Decinea_lucifer",0,"Decinea lucifer"
"266",266,"Dicya_carnica",0,"Dicya carnica"
"267",267,"Dicya_dicaea",0,"Dicya dicaea"
"268",268,"Dicya_lollia",0,"Dicya lollia"
"269",269,"Dicya_lucagus",0,"Dicya lucagus"
"270",270,"Doberes_hewitsonius",0,"Doberes hewitsonius"
"271",271,"Drephalys_oria",0,"Drephalys oria"
"272",272,"Dryadula_phaetusa",0,"Dryadula phaetusa"
"273",273,"Dryas_iulia",0,"Dryas iulia"
"274",274,"Dubiella_fiscella",0,"Dubiella fiscella"
"275",275,"Dymasia_dymas",0,"Dymasia dymas"
"276",276,"Emesis_tegula",0,"Emesis tegula"
"277",277,"Elbella_patrobas",0,"Elbella patrobas"
"278",278,"Elbella_scylla",0,"Elbella scylla"
"279",279,"Electrostrymon_joya",0,"Electrostrymon joya"
"280",280,"Rubroserrata_mathewi",0,"Rubroserrata mathewi"
"281",281,"Doxocopa_callianira",0,"Doxocopa callianira"
"282",282,"Doxocopa_cyane",0,"Doxocopa cyane"
"283",283,"Aegiale_hesperiaris",0,"Aegiale hesperiaris"
"284",284,"Aethilla_echina",0,"Aethilla echina"
"285",285,"Aethilla_lavochrea",0,"Aethilla lavochrea"
"286",286,"Agrias_aedon",0,"Agrias aedon"
"287",287,"Arcas_imperialis",0,"Arcas imperialis"
"288",288,"Archaeoprepona_amphimachus",0,"Archaeoprepona amphimachus"
"289",289,"Agathymus_belli",0,"Agathymus belli"
"290",290,"Agathymus_comstocki",0,"Agathymus comstocki"
"291",291,"Agathymus_dawsoni",0,"Agathymus dawsoni"
"292",292,"Agathymus_escalantei",0,"Agathymus escalantei"
"293",293,"Archaeoprepona_demophon",0,"Archaeoprepona demophon"
"294",294,"Bolla_brennus",0,"Bolla brennus"
"295",295,"Bolla_clytius",0,"Bolla clytius"
"296",296,"Bolla_cupreiceps",0,"Bolla cupreiceps"
"297",297,"Euphyes_canda",0,"Euphyes canda"
"298",298,"Euphyes_ampa",0,"Euphyes ampa"
"299",299,"Panoquina_panoquinoides",0,"Panoquina panoquinoides"
"300",300,"Panoquina_pauper",0,"Panoquina pauper"
"301",301,"Panoquina_lucas",0,"Panoquina lucas"
"302",302,"Ectima_erycinoides",0,"Ectima erycinoides"
"303",303,"Enos_falerina",0,"Enos falerina"
"304",304,"Enos_thara",0,"Enos thara"
"305",305,"Emesis_ares",0,"Emesis ares"
"306",306,"Grais_stigmaticus",0,"Grais stigmaticus"
"307",307,"Erora_quaderna",0,"Erora quaderna"
"308",308,"Erora_subflorens",0,"Erora subflorens"
"309",309,"Agathymus_rethon",0,"Agathymus rethon"
"310",310,"Agathymus_ricei",0,"Agathymus ricei"
"311",311,"Agathymus_polingi",0,"Agathymus polingi"
"312",312,"Agathymus_remingtoni",0,"Agathymus remingtoni"
"313",313,"Agathymus_stephensi",0,"Agathymus stephensi"
"314",314,"Agraulis_vanillae",0,"Agraulis vanillae"
"315",315,"Euselasia_cataleuca",0,"Euselasia cataleuca"
"316",316,"Euselasia_chrysippe",0,"Euselasia chrysippe"
"317",317,"Euselasia_eubule",0,"Euselasia eubule"
"318",318,"Erynnis_scudderi",0,"Erynnis scudderi"
"319",319,"Enosis_matheri",0,"Enosis matheri"
"320",320,"Entheus_crux",0,"Entheus crux"
"321",321,"Epargyreus_windi",0,"Epargyreus windi"
"322",322,"Erora_muridosca",0,"Erora muridosca"
"323",323,"Euselasia_argentea",0,"Euselasia argentea"
"324",324,"Euselasia_aurantiaca",0,"Euselasia aurantiaca"
"325",325,"Eryphanis_aesacus",0,"Eryphanis aesacus"
"326",326,"Esthemopsis_alicia",0,"Esthemopsis alicia"
"327",327,"Enosis_immaculata",0,"Enosis immaculata"
"328",328,"Enosis_schausi",0,"Enosis schausi"
"329",329,"Entheus_matho",0,"Entheus matho"
"330",330,"Epargyreus_aspina",0,"Epargyreus aspina"
"331",331,"Epargyreus_clavicornis",0,"Epargyreus clavicornis"
"332",332,"Euptychia_fetna",0,"Euptychia fetna"
"333",333,"Erynnis_mercurius",0,"Erynnis mercurius"
"334",334,"Euptychia_westwoodii",0,"Euptychia westwoodii"
"335",335,"Eurema_agave",0,"Eurema agave"
"336",336,"Eurema_albula",0,"Eurema albula"
"337",337,"Eurema_boisduvaliana",0,"Eurema boisduvaliana"
"338",338,"Eurema_daira",0,"Eurema daira"
"339",339,"Pyrisitia_dina",0,"Pyrisitia dina"
"340",340,"Euptoieta_hegesia",0,"Euptoieta hegesia"
"341",341,"Euptychia_hilara",0,"Euptychia hilara"
"342",342,"Euptychia_jesia",0,"Euptychia jesia"
"343",343,"Panthiades_bathildis",0,"Panthiades bathildis"
"344",344,"Panthiades_bitias",0,"Panthiades bitias"
"345",345,"Erynnis_brizo",0,"Erynnis brizo"
"346",346,"Erynnis_funeralis",0,"Erynnis funeralis"
"347",347,"Agrias_amydon",0,"Agrias amydon"
"348",348,"Aguna_albistria",0,"Aguna albistria"
"349",349,"Aguna_asander",0,"Aguna asander"
"350",350,"Aguna_aurunce",0,"Aguna aurunce"
"351",351,"Aguna_claxon",0,"Aguna claxon"
"352",352,"Aguna_coeloides",0,"Aguna coeloides"
"353",353,"Aguna_metophis",0,"Aguna metophis"
"354",354,"Aides_brilla",0,"Aides brilla"
"355",355,"Aides_dysoni",0,"Aides dysoni"
"356",356,"Allosmaitia_strophius",0,"Allosmaitia strophius"
"357",357,"Altinote_ozomene",0,"Altinote ozomene"
"358",358,"Hades_noctula",0,"Hades noctula"
"359",359,"Greta_andromica",0,"Greta andromica"
"360",360,"Greta_annette",0,"Greta annette"
"361",361,"Greta_annette",0,"Greta annette"
"362",362,"Greta_morgane",0,"Greta morgane"
"363",363,"Erynnis_meridianus",0,"Erynnis meridianus"
"364",364,"Esthemopsis_pherephatte",0,"Esthemopsis pherephatte"
"365",365,"Euchloe_hyantis",0,"Euchloe hyantis"
"366",366,"Halotus_jonaveriorum",0,"Halotus jonaveriorum"
"367",367,"Hamadryas_julitta",0,"Hamadryas julitta"
"368",368,"Godyris_zavaleta",0,"Godyris zavaleta"
"369",369,"Gorgythion_begga",0,"Gorgythion begga"
"370",370,"Gorgythion_vox",0,"Gorgythion vox"
"371",371,"Greta_morgane",0,"Greta morgane"
"372",372,"Halotus_rica",0,"Halotus rica"
"373",373,"Hamadryas_amphichloe",0,"Hamadryas amphichloe"
"374",374,"Hamadryas_atlantis",0,"Hamadryas atlantis"
"375",375,"Hamadryas_februa",0,"Hamadryas februa"
"376",376,"Hamadryas_feronia",0,"Hamadryas feronia"
"377",377,"Hamadryas_fornax",0,"Hamadryas fornax"
"378",378,"Hamadryas_glauconome",0,"Hamadryas glauconome"
"379",379,"Hamadryas_guatemalena",0,"Hamadryas guatemalena"
"380",380,"Hamadryas_iphthime",0,"Hamadryas iphthime"
"381",381,"Hamadryas_laodamia",0,"Hamadryas laodamia"
"382",382,"Helias_cama",0,"Helias cama"
"383",383,"Heliconius_charithonia",0,"Heliconius charithonia"
"384",384,"Heliconius_cydno",0,"Heliconius cydno"
"385",385,"Kolana_lyde",0,"Kolana lyde"
"386",386,"Evenus_batesi",0,"Evenus batesi"
"387",387,"Evenus_coronata",0,"Evenus coronata"
"388",388,"Evenus_regalis",0,"Evenus regalis"
"389",389,"Heliconius_ismenius",0,"Heliconius ismenius"
"390",390,"Heliconius_sapho",0,"Heliconius sapho"
"391",391,"Heliconius_sara",0,"Heliconius sara"
"392",392,"Heliopetes_alana",0,"Heliopetes alana"
"393",393,"Heliopetes_arsalte",0,"Heliopetes arsalte"
"394",394,"Heliopyrgus_domicella",0,"Heliopyrgus domicella"
"395",395,"Heliopetes_ericetorum",0,"Heliopetes ericetorum"
"396",396,"Heliopetes_laviana",0,"Heliopetes laviana"
"397",397,"Heliopetes_macaira",0,"Heliopetes macaira"
"398",398,"Hyphilaria_thasus",0,"Hyphilaria thasus"
"399",399,"Hypna_clytemnestra",0,"Hypna clytemnestra"
"400",400,"Hypoleria_lavinia",0,"Hypoleria lavinia"
"401",401,"Hypophylla_sudias",0,"Hypophylla sudias"
"402",402,"Hypophylla_zeurippa",0,"Hypophylla zeurippa"
"403",403,"Hyposcada_virginiana",0,"Hyposcada virginiana"
"404",404,"Hypostrymon_asa",0,"Hypostrymon asa"
"405",405,"Hypothyris_euclea",0,"Hypothyris euclea"
"406",406,"Hypothyris_lycaste",0,"Hypothyris lycaste"
"407",407,"Panthiades_ochus",0,"Panthiades ochus"
"408",408,"Panthiades_phaleros",0,"Panthiades phaleros"
"409",409,"Papias_dictys",0,"Papias dictys"
"410",410,"Hemiargus_hanno",0,"Hemiargus hanno"
"411",411,"Hesperia_pahaska",0,"Hesperia pahaska"
"412",412,"Juditha_caucana",0,"Juditha caucana"
"413",413,"Justinia_phaetusa",0,"Justinia phaetusa"
"414",414,"Kolana_ligurina",0,"Kolana ligurina"
"415",415,"Laothus_oceia",0,"Laothus oceia"
"416",416,"Laparus_doris",0,"Laparus doris"
"417",417,"Lasaia_agesilas",0,"Lasaia agesilas"
"418",418,"Arzecla_tarpa",0,"Arzecla tarpa"
"419",419,"Laothus_barajo",0,"Laothus barajo"
"420",420,"Manataria_hercyna",0,"Manataria hercyna"
"421",421,"Marpesia_chiron",0,"Marpesia chiron"
"422",422,"Marpesia_coresia",0,"Marpesia coresia"
"423",423,"Marpesia_corita",0,"Marpesia corita"
"424",424,"Marpesia_harmonia",0,"Marpesia harmonia"
"425",425,"Marpesia_petreus",0,"Marpesia petreus"
"426",426,"Mechanitis_lysimnia",0,"Mechanitis lysimnia"
"427",427,"Mechanitis_menapis",0,"Mechanitis menapis"
"428",428,"Mechanitis_polymnia",0,"Mechanitis polymnia"
"429",429,"Lemonias_caliginea",0,"Lemonias caliginea"
"430",430,"Pedaliodes_circumducta",0,"Pedaliodes circumducta"
"431",431,"Lycorea_halia",0,"Lycorea halia"
"432",432,"Lycorea_ilione",0,"Lycorea ilione"
"433",433,"Lymanopoda_cinna",0,"Lymanopoda cinna"
"434",434,"Lyropteryx_lyra",0,"Lyropteryx lyra"
"435",435,"Megathecla_cupentus",0,"Megathecla cupentus"
"436",436,"Microtia_elva",0,"Microtia elva"
"437",437,"Mictris_crispus",0,"Mictris crispus"
"438",438,"Nathalis_iole",0,"Nathalis iole"
"439",439,"Lasaia_maria",0,"Lasaia maria"
"440",440,"Lasaia_sessilis",0,"Lasaia sessilis"
"441",441,"Lasaia_sula",0,"Lasaia sula"
"442",442,"Lathecla_latagus",0,"Lathecla latagus"
"443",443,"Leptophobia_aripa",0,"Leptophobia aripa"
"444",444,"Leptotes_cassius",0,"Leptotes cassius"
"445",445,"Leptotes_marina",0,"Leptotes marina"
"446",446,"Lerema_accius",0,"Lerema accius"
"447",447,"Lerema_liris",0,"Lerema liris"
"448",448,"Lerema_lumina",0,"Lerema lumina"
"449",449,"Lerodea_arabus",0,"Lerodea arabus"
"450",450,"Lerodea_dysaules",0,"Lerodea dysaules"
"451",451,"Lerodea_eufala",0,"Lerodea eufala"
"452",452,"Leucochimona_lepida",0,"Leucochimona lepida"
"453",453,"Necyria_duellona",0,"Necyria duellona"
"454",454,"Neophasia_terlooii",0,"Neophasia terlooii"
"455",455,"Rhinthon_molion",0,"Rhinthon molion"
"456",456,"Neoxeniades_scipio",0,"Neoxeniades scipio"
"457",457,"Magnastigma_elsa",0,"Magnastigma elsa"
"458",458,"Magneuptychia_alcinoe",0,"Magneuptychia alcinoe"
"459",459,"Magneuptychia_libye",0,"Magneuptychia libye"
"460",460,"Papias_phaeomelas",0,"Papias phaeomelas"
"461",461,"Papias_phainis",0,"Papias phainis"
"462",462,"Papias_subcostulata",0,"Papias subcostulata"
"463",463,"Papilio_anchisiades",0,"Papilio anchisiades"
